"task_id","asset_id","location_id","corridor","task_type","description","severity","failure_probability","asset_criticality","traffic_impact","estimated_duration_minutes","required_department","earliest_start","deadline","status","priority_score"
"TSK-1127","AST-0564","LOC-094","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-094","Critical","0.33","Medium","High","95","Signal & Telecommunication","2026-09-15 21:00:00","2026-09-24 21:00:00","Pending",""
"TSK-1128","AST-0564","LOC-094","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Axle Counter at LOC-094","Medium","0.34","Medium","Low","41","Signal & Telecommunication","2026-09-16 00:00:00","2026-09-26 00:00:00","Pending",""
"TSK-1129","AST-0565","LOC-095","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Track at LOC-095","Medium","0.35","High","Medium","58","Engineering","2026-09-16 03:00:00","2026-09-27 03:00:00","Pending",""
"TSK-1130","AST-0565","LOC-095","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Track at LOC-095","Critical","0.36","High","High","75","Engineering","2026-09-16 06:00:00","2026-09-28 06:00:00","Pending",""
"TSK-1131","AST-0566","LOC-095","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Turnout at LOC-095","Critical","0.37","High","Low","92","Engineering","2026-09-16 09:00:00","2026-09-29 09:00:00","In Progress",""
"TSK-1132","AST-0566","LOC-095","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Turnout at LOC-095","Medium","0.38","High","Medium","38","Engineering","2026-09-16 12:00:00","2026-09-30 12:00:00","Pending",""
"TSK-1133","AST-0567","LOC-095","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-095","Medium","0.39","Critical","High","55","Traction Distribution","2026-09-16 15:00:00","2026-10-01 15:00:00","Pending",""
"TSK-1134","AST-0567","LOC-095","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: OHE Mast at LOC-095","Critical","0.4","Critical","Low","72","Traction Distribution","2026-09-16 18:00:00","2026-09-18 18:00:00","Pending",""
"TSK-1135","AST-0568","LOC-095","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-095","Critical","0.41","Medium","Medium","89","Traction Distribution","2026-09-16 21:00:00","2026-09-19 21:00:00","Pending",""
"TSK-1136","AST-0568","LOC-095","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Traction Substation at LOC-095","Medium","0.42","Medium","High","35","Traction Distribution","2026-09-17 00:00:00","2026-09-21 00:00:00","Pending",""
"TSK-1137","AST-0569","LOC-095","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Signal at LOC-095","Medium","0.43","High","Low","52","Signal & Telecommunication","2026-09-17 03:00:00","2026-09-22 03:00:00","Pending",""
"TSK-1138","AST-0569","LOC-095","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Signal at LOC-095","Critical","0.44","High","Medium","69","Signal & Telecommunication","2026-09-17 06:00:00","2026-09-23 06:00:00","Pending",""
"TSK-1139","AST-0570","LOC-095","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-095","Critical","0.45","High","High","86","Signal & Telecommunication","2026-09-17 09:00:00","2026-09-24 09:00:00","Scheduled",""
"TSK-1140","AST-0570","LOC-095","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Axle Counter at LOC-095","Medium","0.46","High","Low","103","Signal & Telecommunication","2026-09-17 12:00:00","2026-09-25 12:00:00","Pending",""
"TSK-1141","AST-0571","LOC-096","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Track at LOC-096","Medium","0.47","Critical","Medium","49","Engineering","2026-09-17 15:00:00","2026-09-26 15:00:00","Pending",""
"TSK-1142","AST-0571","LOC-096","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Track at LOC-096","Critical","0.48","Critical","High","66","Engineering","2026-09-17 18:00:00","2026-09-27 18:00:00","Pending",""
"TSK-1143","AST-0572","LOC-096","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Turnout at LOC-096","Critical","0.49","Medium","Low","83","Engineering","2026-09-17 21:00:00","2026-09-28 21:00:00","Pending",""
"TSK-1144","AST-0572","LOC-096","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Turnout at LOC-096","Medium","0.5","Medium","Medium","100","Engineering","2026-09-18 00:00:00","2026-09-30 00:00:00","In Progress",""
"TSK-1145","AST-0573","LOC-096","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-096","Medium","0.51","High","High","46","Traction Distribution","2026-09-18 03:00:00","2026-10-01 03:00:00","Pending",""
"TSK-1146","AST-0573","LOC-096","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: OHE Mast at LOC-096","Critical","0.52","High","Low","63","Traction Distribution","2026-09-18 06:00:00","2026-10-02 06:00:00","Pending",""
"TSK-1147","AST-0574","LOC-096","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-096","Critical","0.53","High","Medium","80","Traction Distribution","2026-09-18 09:00:00","2026-10-03 09:00:00","Pending",""
"TSK-1148","AST-0574","LOC-096","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Traction Substation at LOC-096","Medium","0.54","High","High","97","Traction Distribution","2026-09-18 12:00:00","2026-09-20 12:00:00","Pending",""
"TSK-1149","AST-0575","LOC-096","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Signal at LOC-096","Medium","0.55","Critical","Low","43","Signal & Telecommunication","2026-09-18 15:00:00","2026-09-21 15:00:00","Pending",""
"TSK-1150","AST-0575","LOC-096","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Signal at LOC-096","Critical","0.56","Critical","Medium","60","Signal & Telecommunication","2026-09-18 18:00:00","2026-09-22 18:00:00","Pending",""
"TSK-1151","AST-0576","LOC-096","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-096","Critical","0.57","Medium","High","77","Signal & Telecommunication","2026-09-18 21:00:00","2026-09-23 21:00:00","Pending",""
"TSK-1152","AST-0576","LOC-096","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Axle Counter at LOC-096","Medium","0.58","Medium","Low","94","Signal & Telecommunication","2026-09-19 00:00:00","2026-09-25 00:00:00","Pending",""
"TSK-1153","AST-0577","LOC-097","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Track at LOC-097","Medium","0.59","High","Medium","40","Engineering","2026-09-19 03:00:00","2026-09-26 03:00:00","Pending",""
"TSK-1154","AST-0577","LOC-097","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Track at LOC-097","Critical","0.6","High","High","57","Engineering","2026-09-19 06:00:00","2026-09-27 06:00:00","Pending",""
"TSK-1155","AST-0578","LOC-097","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Turnout at LOC-097","Critical","0.61","High","Low","74","Engineering","2026-09-19 09:00:00","2026-09-28 09:00:00","Pending",""
"TSK-1156","AST-0578","LOC-097","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Turnout at LOC-097","Medium","0.62","High","Medium","91","Engineering","2026-09-19 12:00:00","2026-09-29 12:00:00","Scheduled",""
"TSK-1157","AST-0579","LOC-097","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-097","Medium","0.63","Critical","High","37","Traction Distribution","2026-09-19 15:00:00","2026-09-30 15:00:00","In Progress",""
"TSK-1158","AST-0579","LOC-097","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: OHE Mast at LOC-097","Critical","0.64","Critical","Low","54","Traction Distribution","2026-09-19 18:00:00","2026-10-01 18:00:00","Pending",""
"TSK-1159","AST-0580","LOC-097","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-097","Critical","0.65","Medium","Medium","71","Traction Distribution","2026-09-19 21:00:00","2026-10-02 21:00:00","Pending",""
"TSK-1160","AST-0580","LOC-097","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Traction Substation at LOC-097","Medium","0.66","Medium","High","88","Traction Distribution","2026-09-20 00:00:00","2026-10-04 00:00:00","Pending",""
"TSK-1161","AST-0581","LOC-097","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Signal at LOC-097","Medium","0.67","High","Low","105","Signal & Telecommunication","2026-09-20 03:00:00","2026-10-05 03:00:00","Pending",""
"TSK-1162","AST-0581","LOC-097","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Signal at LOC-097","Critical","0.68","High","Medium","51","Signal & Telecommunication","2026-09-20 06:00:00","2026-09-22 06:00:00","Pending",""
"TSK-1163","AST-0582","LOC-097","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-097","Critical","0.69","High","High","68","Signal & Telecommunication","2026-09-20 09:00:00","2026-09-23 09:00:00","Pending",""
"TSK-1164","AST-0582","LOC-097","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Axle Counter at LOC-097","Medium","0.7","High","Low","85","Signal & Telecommunication","2026-09-20 12:00:00","2026-09-24 12:00:00","Pending",""
"TSK-1165","AST-0583","LOC-098","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Track at LOC-098","Medium","0.71","Critical","Medium","102","Engineering","2026-09-20 15:00:00","2026-09-25 15:00:00","Pending",""
"TSK-1166","AST-0583","LOC-098","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Track at LOC-098","Critical","0.72","Critical","High","48","Engineering","2026-09-20 18:00:00","2026-09-26 18:00:00","Pending",""
"TSK-1167","AST-0584","LOC-098","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Turnout at LOC-098","Critical","0.73","Medium","Low","65","Engineering","2026-09-20 21:00:00","2026-09-27 21:00:00","Pending",""
"TSK-1168","AST-0584","LOC-098","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Turnout at LOC-098","Medium","0.74","Medium","Medium","82","Engineering","2026-09-21 00:00:00","2026-09-29 00:00:00","Pending",""
"TSK-1169","AST-0585","LOC-098","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-098","Medium","0.75","High","High","99","Traction Distribution","2026-09-21 03:00:00","2026-09-30 03:00:00","Pending",""
"TSK-1170","AST-0585","LOC-098","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: OHE Mast at LOC-098","Critical","0.76","High","Low","45","Traction Distribution","2026-09-21 06:00:00","2026-10-01 06:00:00","In Progress",""
"TSK-1171","AST-0586","LOC-098","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-098","Critical","0.77","High","Medium","62","Traction Distribution","2026-09-21 09:00:00","2026-10-02 09:00:00","Pending",""
"TSK-1172","AST-0586","LOC-098","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Traction Substation at LOC-098","Medium","0.78","High","High","79","Traction Distribution","2026-09-21 12:00:00","2026-10-03 12:00:00","Pending",""
"TSK-1173","AST-0587","LOC-098","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Signal at LOC-098","Medium","0.79","Critical","Low","96","Signal & Telecommunication","2026-09-21 15:00:00","2026-10-04 15:00:00","Scheduled",""
"TSK-1174","AST-0587","LOC-098","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Signal at LOC-098","Critical","0.8","Critical","Medium","42","Signal & Telecommunication","2026-09-21 18:00:00","2026-10-05 18:00:00","Pending",""
"TSK-1175","AST-0588","LOC-098","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-098","Critical","0.81","Medium","High","59","Signal & Telecommunication","2026-09-21 21:00:00","2026-10-06 21:00:00","Pending",""
"TSK-1176","AST-0588","LOC-098","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Axle Counter at LOC-098","Medium","0.82","Medium","Low","76","Signal & Telecommunication","2026-09-01 00:00:00","2026-09-03 00:00:00","Pending",""
"TSK-1177","AST-0589","LOC-099","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Track at LOC-099","Medium","0.83","High","Medium","93","Engineering","2026-09-01 03:00:00","2026-09-04 03:00:00","Pending",""
"TSK-1178","AST-0589","LOC-099","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Track at LOC-099","Critical","0.84","High","High","39","Engineering","2026-09-01 06:00:00","2026-09-05 06:00:00","Pending",""
"TSK-1179","AST-0590","LOC-099","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Turnout at LOC-099","Critical","0.85","High","Low","56","Engineering","2026-09-01 09:00:00","2026-09-06 09:00:00","Pending",""
"TSK-1180","AST-0590","LOC-099","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Turnout at LOC-099","Medium","0.86","High","Medium","73","Engineering","2026-09-01 12:00:00","2026-09-07 12:00:00","Pending",""
"TSK-1181","AST-0591","LOC-099","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-099","Medium","0.87","Critical","High","90","Traction Distribution","2026-09-01 15:00:00","2026-09-08 15:00:00","Pending",""
"TSK-1182","AST-0591","LOC-099","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: OHE Mast at LOC-099","Critical","0.88","Critical","Low","36","Traction Distribution","2026-09-01 18:00:00","2026-09-09 18:00:00","Pending",""
"TSK-1183","AST-0592","LOC-099","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-099","Critical","0.89","Medium","Medium","53","Traction Distribution","2026-09-01 21:00:00","2026-09-10 21:00:00","In Progress",""
"TSK-1184","AST-0592","LOC-099","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Traction Substation at LOC-099","Medium","0.9","Medium","High","70","Traction Distribution","2026-09-02 00:00:00","2026-09-12 00:00:00","Pending",""
"TSK-1185","AST-0593","LOC-099","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Signal at LOC-099","Medium","0.12","High","Low","87","Signal & Telecommunication","2026-09-02 03:00:00","2026-09-13 03:00:00","Pending",""
"TSK-1186","AST-0593","LOC-099","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Signal at LOC-099","Critical","0.13","High","Medium","104","Signal & Telecommunication","2026-09-02 06:00:00","2026-09-14 06:00:00","Pending",""
"TSK-1187","AST-0594","LOC-099","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-099","Critical","0.14","High","High","50","Signal & Telecommunication","2026-09-02 09:00:00","2026-09-15 09:00:00","Pending",""
"TSK-1188","AST-0594","LOC-099","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Axle Counter at LOC-099","Medium","0.15","High","Low","67","Signal & Telecommunication","2026-09-02 12:00:00","2026-09-16 12:00:00","Pending",""
"TSK-1189","AST-0595","LOC-100","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Track at LOC-100","Medium","0.16","Critical","Medium","84","Engineering","2026-09-02 15:00:00","2026-09-17 15:00:00","Pending",""
"TSK-1190","AST-0595","LOC-100","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Track at LOC-100","Critical","0.17","Critical","High","101","Engineering","2026-09-02 18:00:00","2026-09-04 18:00:00","Scheduled",""
"TSK-1191","AST-0596","LOC-100","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Turnout at LOC-100","Critical","0.18","Medium","Low","47","Engineering","2026-09-02 21:00:00","2026-09-05 21:00:00","Pending",""
"TSK-1192","AST-0596","LOC-100","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Turnout at LOC-100","Medium","0.19","Medium","Medium","64","Engineering","2026-09-03 00:00:00","2026-09-07 00:00:00","Pending",""
"TSK-1193","AST-0597","LOC-100","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-100","Medium","0.2","High","High","81","Traction Distribution","2026-09-03 03:00:00","2026-09-08 03:00:00","Pending",""
"TSK-1194","AST-0597","LOC-100","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: OHE Mast at LOC-100","Critical","0.21","High","Low","98","Traction Distribution","2026-09-03 06:00:00","2026-09-09 06:00:00","Pending",""
"TSK-1195","AST-0598","LOC-100","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-100","Critical","0.22","High","Medium","44","Traction Distribution","2026-09-03 09:00:00","2026-09-10 09:00:00","Pending",""
"TSK-1196","AST-0598","LOC-100","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Traction Substation at LOC-100","Medium","0.23","High","High","61","Traction Distribution","2026-09-03 12:00:00","2026-09-11 12:00:00","In Progress",""
"TSK-1197","AST-0599","LOC-100","Mizoram: Aizawl-Kolasib","Preventive Maintenance","Synthetic demo: Signal at LOC-100","Medium","0.24","Critical","Low","78","Signal & Telecommunication","2026-09-03 15:00:00","2026-09-12 15:00:00","Pending",""
"TSK-1198","AST-0599","LOC-100","Mizoram: Aizawl-Kolasib","Condition Monitoring","Synthetic demo: Signal at LOC-100","Critical","0.25","Critical","Medium","95","Signal & Telecommunication","2026-09-03 18:00:00","2026-09-13 18:00:00","Pending",""
"TSK-1199","AST-0600","LOC-100","Mizoram: Aizawl-Kolasib","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-100","Critical","0.26","Medium","High","41","Signal & Telecommunication","2026-09-03 21:00:00","2026-09-14 21:00:00","Pending",""
"TSK-1200","AST-0600","LOC-100","Mizoram: Aizawl-Kolasib","Inspection","Synthetic demo: Axle Counter at LOC-100","Medium","0.27","Medium","Low","58","Signal & Telecommunication","2026-09-04 00:00:00","2026-09-16 00:00:00","Pending",""
