asset_type,asset_condition,asset_criticality,asset_status,severity,task_type,traffic_impact,department,corridor,duration_minutes,simulated_failure_signal,days_since_maintenance,days_to_next_maintenance,deadline_hours,observation,failure_within_30_days
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,58.0,0.51,45,82,657.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,75.0,0.52,45,82,684.0,0,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,75.0,0.52,45,82,684.0,1,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,75.0,0.52,45,82,684.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,92.0,0.53,166,22,711.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,92.0,0.53,166,22,711.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,92.0,0.53,166,22,711.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,38.0,0.54,166,22,738.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,38.0,0.54,166,22,738.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,38.0,0.54,166,22,738.0,2,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,55.0,0.55,134,53,765.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,55.0,0.55,134,53,765.0,1,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,55.0,0.55,134,53,765.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,72.0,0.56,134,53,792.0,0,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,72.0,0.56,134,53,792.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,72.0,0.56,134,53,792.0,2,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,89.0,0.57,103,85,819.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,89.0,0.57,103,85,819.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,89.0,0.57,103,85,819.0,2,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,35.0,0.58,103,85,510.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,35.0,0.58,103,85,510.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,35.0,0.58,103,85,510.0,2,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,52.0,0.59,71,25,537.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,52.0,0.59,71,25,537.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,52.0,0.59,71,25,537.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,69.0,0.6,71,25,564.0,0,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,69.0,0.6,71,25,564.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,69.0,0.6,71,25,564.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,86.0,0.61,40,56,591.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,86.0,0.61,40,56,591.0,1,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,86.0,0.61,40,56,591.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,103.0,0.62,40,56,618.0,0,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,103.0,0.62,40,56,618.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,103.0,0.62,40,56,618.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,49.0,0.63,161,63,645.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,49.0,0.63,161,63,645.0,1,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,49.0,0.63,161,63,645.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,66.0,0.64,161,63,672.0,0,1
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,66.0,0.64,161,63,672.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,66.0,0.64,161,63,672.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,83.0,0.65,129,3,699.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,83.0,0.65,129,3,699.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,83.0,0.65,129,3,699.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,100.0,0.66,129,3,726.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,100.0,0.66,129,3,726.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,100.0,0.66,129,3,726.0,2,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,46.0,0.67,98,34,753.0,0,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,46.0,0.67,98,34,753.0,1,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,46.0,0.67,98,34,753.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,63.0,0.68,98,34,780.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,63.0,0.68,98,34,780.0,1,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,63.0,0.68,98,34,780.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,80.0,0.69,66,66,807.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,80.0,0.69,66,66,807.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,80.0,0.69,66,66,807.0,2,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,97.0,0.7,66,66,834.0,0,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,97.0,0.7,66,66,834.0,1,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,97.0,0.7,66,66,834.0,2,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,43.0,0.71,59,6,861.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,43.0,0.71,59,6,861.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,43.0,0.71,59,6,861.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,60.0,0.72,59,6,48.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,60.0,0.72,59,6,48.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,60.0,0.72,59,6,48.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,77.0,0.73,180,37,75.0,0,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,77.0,0.73,180,37,75.0,1,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,77.0,0.73,180,37,75.0,2,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Manipur: Imphal-Jiribam,94.0,0.74,180,37,102.0,0,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Manipur: Imphal-Jiribam,94.0,0.74,180,37,102.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Manipur: Imphal-Jiribam,94.0,0.74,180,37,102.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Manipur: Imphal-Jiribam,40.0,0.75,148,69,129.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Manipur: Imphal-Jiribam,40.0,0.75,148,69,129.0,1,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Manipur: Imphal-Jiribam,40.0,0.75,148,69,129.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Manipur: Imphal-Jiribam,57.0,0.76,148,69,156.0,0,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Manipur: Imphal-Jiribam,57.0,0.76,148,69,156.0,1,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Manipur: Imphal-Jiribam,57.0,0.76,148,69,156.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Manipur: Imphal-Jiribam,74.0,0.77,117,9,183.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Manipur: Imphal-Jiribam,74.0,0.77,117,9,183.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Manipur: Imphal-Jiribam,74.0,0.77,117,9,183.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Manipur: Imphal-Jiribam,91.0,0.78,117,9,210.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Manipur: Imphal-Jiribam,91.0,0.78,117,9,210.0,1,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Manipur: Imphal-Jiribam,91.0,0.78,117,9,210.0,2,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Manipur: Imphal-Jiribam,37.0,0.79,85,40,237.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Manipur: Imphal-Jiribam,37.0,0.79,85,40,237.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Manipur: Imphal-Jiribam,37.0,0.79,85,40,237.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Manipur: Imphal-Jiribam,54.0,0.8,85,40,264.0,0,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Manipur: Imphal-Jiribam,54.0,0.8,85,40,264.0,1,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Manipur: Imphal-Jiribam,54.0,0.8,85,40,264.0,2,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,71.0,0.81,54,72,291.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,71.0,0.81,54,72,291.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,71.0,0.81,54,72,291.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Manipur: Imphal-Jiribam,88.0,0.82,54,72,318.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Manipur: Imphal-Jiribam,88.0,0.82,54,72,318.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Manipur: Imphal-Jiribam,88.0,0.82,54,72,318.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Manipur: Imphal-Jiribam,105.0,0.83,175,12,345.0,0,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Manipur: Imphal-Jiribam,105.0,0.83,175,12,345.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Manipur: Imphal-Jiribam,105.0,0.83,175,12,345.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,51.0,0.84,175,12,372.0,0,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,51.0,0.84,175,12,372.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,51.0,0.84,175,12,372.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,68.0,0.85,143,43,399.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,68.0,0.85,143,43,399.0,1,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,68.0,0.85,143,43,399.0,2,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Manipur: Imphal-Jiribam,85.0,0.86,143,43,90.0,0,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Manipur: Imphal-Jiribam,85.0,0.86,143,43,90.0,1,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Manipur: Imphal-Jiribam,85.0,0.86,143,43,90.0,2,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Manipur: Imphal-Jiribam,102.0,0.87,112,75,117.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Manipur: Imphal-Jiribam,102.0,0.87,112,75,117.0,1,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Manipur: Imphal-Jiribam,102.0,0.87,112,75,117.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Manipur: Imphal-Jiribam,48.0,0.88,112,75,144.0,0,1
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Manipur: Imphal-Jiribam,48.0,0.88,112,75,144.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Manipur: Imphal-Jiribam,48.0,0.88,112,75,144.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Manipur: Imphal-Jiribam,65.0,0.89,80,15,171.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Manipur: Imphal-Jiribam,65.0,0.89,80,15,171.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Manipur: Imphal-Jiribam,65.0,0.89,80,15,171.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Manipur: Imphal-Jiribam,82.0,0.9,80,15,198.0,0,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Manipur: Imphal-Jiribam,82.0,0.9,80,15,198.0,1,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Manipur: Imphal-Jiribam,82.0,0.9,80,15,198.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Manipur: Imphal-Jiribam,99.0,0.12,49,46,225.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Manipur: Imphal-Jiribam,99.0,0.12,49,46,225.0,1,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Manipur: Imphal-Jiribam,99.0,0.12,49,46,225.0,2,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Manipur: Imphal-Jiribam,45.0,0.13,49,46,252.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Manipur: Imphal-Jiribam,45.0,0.13,49,46,252.0,1,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Manipur: Imphal-Jiribam,45.0,0.13,49,46,252.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,62.0,0.14,170,78,279.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,62.0,0.14,170,78,279.0,1,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,62.0,0.14,170,78,279.0,2,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Manipur: Imphal-Jiribam,79.0,0.15,170,78,306.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Manipur: Imphal-Jiribam,79.0,0.15,170,78,306.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Manipur: Imphal-Jiribam,79.0,0.15,170,78,306.0,2,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Manipur: Imphal-Jiribam,96.0,0.16,138,18,333.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Manipur: Imphal-Jiribam,96.0,0.16,138,18,333.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Manipur: Imphal-Jiribam,96.0,0.16,138,18,333.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,42.0,0.17,138,18,360.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,42.0,0.17,138,18,360.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Manipur: Imphal-Jiribam,42.0,0.17,138,18,360.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Manipur: Imphal-Jiribam,59.0,0.18,107,49,387.0,0,0
